Trégor morlaisien
De l'Aulne à l'Elorn
Cornouaille littorale
Crozon-Aulne maritime
Arrée
Plateau de Penthièvre
Bassin de Châteaulin
Montagnes noires
Cornouaille
Bassin de Saint-Nicolas-du-Pélem
Cornouaille intérieure
Reliefs des Landes de Lanvaux
Bassin de Pontivy-Loudéac
Massif du Méné
Val-de-Rance
Massif du Hinglé-les-granits
Massif de Saint-Broladre
Bassin de Pleine-Fougères
Massif de Saint-Pierre-de-Plesguen
Bassin d'Evran
Collines de Bécherel
Collines de Saint-Aubin-d'Aubigné
Avranchin et Val-de-Sée
Bocage Mayennais
Plateau de Fougères
Bassin de Rennes
Massif de Brocéliande
Plissements de Bain-de-Bretagne
Marches de Bretagne
Marais de Guérande et de Brière
Loire de promontoires
Trégor légumier
Trégor
Léon Légumier
Plateau léonard
Baie d'Audierne
Zone légumière du Mont-Saint-Michel
Armor morbihannais
